Descrição da Solicitação,Propriedade,Arquivos e mídia,Bloqueio,Comentário uMode,Criado em,Criado por,Criticidade,Data da Solicitação,Data de Conclusão,Data de Previsão de Entrega,Etapa,Files & media,Fórmula,Horas - Recurso Específico,Horas de Demanda,ID,Key Account/Responsável,Nível de Esforço,Observações,Prioridade,Projeto,Quem solicitou?,RFI,Responsabilidade,Suporte Integração,Task,Tempo de Resolução,Texto,Tipo de Demanda,Total de Horas,uMode - Macro Tema,Área Responsável,Última edição,👥 Clientes
"Bloquear mover etapas de lugar em todos os kanbans, pois os usuários movem sem querer causando confusão.",Encerrada,,,,11 de julho de 2025 16:35,Julianne Rodrigues,,11/07/2025,,,Demanda Cancelada,,,,,UMD-157,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana Henriques,,Demanda com uMode,,,,,Configuração,,workflow,,3 de fevereiro de 2026 14:07,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
"Custo fornecedor total no mapa de variantes está fazendo uma média dos custos, e segundo o cliente, precisa representar a soma = campo operações extras do Linx",Concluída,,,,22 de julho de 2025 21:58,Julianne Rodrigues,,22/07/2025,,,Demanda Concluída,,,,,UMD-161,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana Henriques,,Demanda com uMode,,,,,Configuração,,template de ficha,OPERAÇÃO,7 de outubro de 2025 10:54,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Criar campo na ficha com valor padrão para integração,Concluída,,,"Campos:
Continuidade - CONTÍNUO✅
Unidade - PC ✅
Fator P - 1 ✅
Fator Q - 1 ✅
Fator  F - 1 ✅
Status variante - ATIVA (igual campo nk) ✅",23 de julho de 2025 10:27,Marina Santoro,,22/07/2025,,,Demanda Concluída,,,,,UMD-162,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Mariana,,Demanda com uMode,,,,,Configuração,,integração,OPERAÇÃO,2 de março de 2026 17:12,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Criar campo na ficha para integração,Concluída,,,"Campos:
Rota Operação - campo seleção, Felipe precisa passar a lista ✅
Código CEST - campo seleção com hierarquia, Felipe precisa passar a lista✅
Envia Exportação - campo checkbox ✅",23 de julho de 2025 10:35,Marina Santoro,,22/07/2025,,,Demanda Concluída,,,,,UMD-163,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Mariana,,Demanda com uMode,,,,,Configuração,,integração,TECH,2 de março de 2026 17:12,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Ajustes campos com ID para integração,Concluída,,,"• [ ]  Campo GRIFFE alterar ID para texto
• [ ]  Campo LINHA alterar ID para texto
• [ ]  Campo TIPO alterar ID para texto",23 de julho de 2025 11:44,Marina Santoro,,22/07/2025,,,Demanda Concluída,,,,,UMD-164,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Felipe,,Demanda com uMode,,,,,Configuração,,integração,TECH,2 de março de 2026 17:12,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Criar 2  novos campos e adicionar na integração: 1º PRODUTO CAMPANHA: SIM ou NÃO. É um campo novo no linx também e não foi mapeado antes./ 2º  dentro da variante que vai chamar ‘REFERÊNCIA BR DE/PARA US” e que vai precisar de integração com o Linx no campo MODELIST conforme a tela abaixo. Campos criados.,Encerrada,,,,23 de julho de 2025 13:56,Julianne Rodrigues,,23/07/2025,,,Demanda Cancelada,,,,,UMD-165,,Alto,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana e Denis,,Demanda com uMode,,,,,Configuração,,integração,OPERAÇÃO,3 de fevereiro de 2026 14:07,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Relatório Tarefas,Concluída,,,,23 de julho de 2025 14:46,Laura Delgado,,23/07/2025   (BRT),,,Demanda Concluída,,,,,UMD-166,,,,,,Contrato,,Demanda com uMode,,,,,Relatório,,,TECH,1 de junho de 2026 12:12,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
" A geração e alteração dos códigos de barras tem gatilho na uMode",Encerrada,,,,23 de julho de 2025 15:58,Julianne Rodrigues,,17/07/2025,,,Demanda Cancelada,,,,,UMD-167,Julianne Rodrigues,Alto,,,,Catarina,,Demanda com uMode,,,,,Configuração,,,,3 de fevereiro de 2026 14:07,Puket (https://app.notion.com/p/Puket-aae6d54c5f854cc9b890f8c0c120bf0a?pvs=21)
Relatório de movimentação de Produtos,Encerrada,,,,23 de julho de 2025 16:49,Laura Delgado,,16/05/2025,,,Demanda Cancelada,,,,,UMD-168,,,,,,Magali,,Demanda com uMode,,,,,Relatório,,,,3 de fevereiro de 2026 14:07,DRO (https://app.notion.com/p/DRO-e508e7111bd14988947e1182de610d31?pvs=21)
Ajustes do Treinamento Key Users Go Light,Concluída,,,"- Enviar convites ✅
- Limitar caracteres do nome ✅
- Incluir campo “Gradação Customizada” - sim/não
- Auto fil e read only no sku e name da variante ✅
- Incluir campo “status da variante” ✅
- Enviar o template de importação de pacote de materiais ✅
- Ocultar dos perfis Lenny (todos) a opção de excluir produto ✅",24 de julho de 2025 10:56,Marina Santoro,,21/07/2025,,,Demanda Concluída,,,,,UMD-170,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Mariana,,Demanda com uMode,,,,,Configuração,,,,29 de setembro de 2025 14:00,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Ajustes de campos para integração,Encerrada,,,"- Ajustar lista de rota ✅
- Incluir info de PRINCIPAL no empenho (checkbox ou local de aplciação?) ✅
- Inativar e tirar da ficha o campo “nome da cor ingles” ✅
- Convidar novos usuarios ✅
- Estudar como trazer cor do fornecedor das MPs (@Marina Santoro)
- Incluir campo Preço de Venda (hint com B1) ✅",24 de julho de 2025 11:00,Marina Santoro,,23/07/2025,,,Demanda Cancelada,,,,,UMD-171,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Giuliana,,Demanda com uMode,,,,,Integração,,integração,OPERAÇÃO,3 de fevereiro de 2026 14:07,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Criar tabela de medidas base (Go Light),Concluída,,,"Emails: Ampliação Lenny (customizada) e ENC: Ficha técnica ",24 de julho de 2025 12:02,Marina Santoro,,24/07/2025,,,Demanda Concluída,,,,,UMD-172,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Mariana,,Demanda com uMode,,,,,Configuração,,,,29 de setembro de 2025 14:12,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
"Atualizar lista de GRUPO, SUBGRUPO e LINHA (Go Light)",Concluída,,,Email: uMode <> Lenny -Lista cadastro,24 de julho de 2025 12:03,Marina Santoro,,24/07/2025,,,Demanda Concluída,,,,,UMD-173,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Andre,,Demanda com uMode,,,,,Suporte,,,,29 de setembro de 2025 14:12,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Ajustes Ficha de Estampa (Renda),Concluída,,,"- Alterar nome “estampa” para MATERIAIS ✅
- Alterar fabricante para FORNECEDOR ✅
- Incluir campos: COMPOSIÇÃO, RENDIMENTO e LARGURA ✅
- Incluir campos de DATAS: DATA DE RECEBIMENTO E DATA DE FINALIZADO ✅
- Criar CATEGORIA DE IMAGEM: PRINCIPAL e TESTES✅",24 de julho de 2025 12:12,Marina Santoro,,18/07/2025,9 de setembro de 2025,,Demanda Concluída,,,,,UMD-174,Julianne Rodrigues,,,,[RECCO] - uFlow  (https://app.notion.com/p/RECCO-uFlow-276b1d38e76880729e75c6e1da8df5d5?pvs=21),Patricia,,Demanda com uMode,,,,,Suporte,,,KA,23 de setembro de 2025 14:35,Recco (https://app.notion.com/p/Recco-1c63ebd232894596b911359ca99cfb60?pvs=21)
Estudo do material “qualidade mp” - FASE 2,Encerrada,,,,24 de julho de 2025 12:15,Marina Santoro,,,,,Demanda Cancelada,,,,,UMD-175,,,,,,,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,Recco (https://app.notion.com/p/Recco-1c63ebd232894596b911359ca99cfb60?pvs=21)
Relatórios para a diretoria: R1: Status Entrada x Griffe x Linha; R2: Visão por Campanha e R3: Mega Line,Concluída,,,,24 de julho de 2025 14:55,Julianne Rodrigues,,25/05/2025,,,Em Validação - Cliente,,,,,UMD-176,Julianne Rodrigues,,,,[CAEDU] - uFlow  (https://app.notion.com/p/CAEDU-uFlow-277b1d38e76880ebbdeee79fac74b68b?pvs=21),Crystiane,,Demanda com uMode,,,,,Relatório,,,TECH,25 de fevereiro de 2026 18:08,Caedu (https://app.notion.com/p/Caedu-275bd52e58df49078f2f3b6dc76a4755?pvs=21)
"Atualizar /preencher fichas com base em uma ficha base de forma automática. ",Não iniciada,,,,24 de julho de 2025 15:03,Julianne Rodrigues,,16/05/2025,,,Backlog,,,,,UMD-177,Julianne Rodrigues,,,,[CAEDU] - uFlow  (https://app.notion.com/p/CAEDU-uFlow-277b1d38e76880ebbdeee79fac74b68b?pvs=21),Estilo,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,PRODUTO,26 de novembro de 2025 15:13,Caedu (https://app.notion.com/p/Caedu-275bd52e58df49078f2f3b6dc76a4755?pvs=21)
Alterar as Modelagens das Fichas para o novo modelo,Concluída,,,,24 de julho de 2025 16:53,Laura Delgado,,,,,Demanda Concluída,,,,,UMD-178,,,,,,,,Demanda com uMode,,,,,Configuração,,,,2 de setembro de 2025 10:31,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Criar Ficha de Impressão,Concluída,,,,24 de julho de 2025 17:17,Laura Delgado,,,11 de novembro de 2025,,Demanda Concluída,,,,,UMD-180,"Andrea Holmer, Laura Delgado",,,,,,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,11 de novembro de 2025 09:44,Plie (https://app.notion.com/p/Plie-1d2b1d38e76880bf91f9d4fa8ffdc478?pvs=21)
" Bloquear o envio de notificações das tarefas por email para o perfil NK COMPRAS.",Encerrada,,,,25 de julho de 2025 09:04,Julianne Rodrigues,,20/06/2025,,,Demanda Cancelada,,,,,UMD-181,,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),kemely,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Perfil Atacado,Concluída,,Aguardando o Cliente,,28 de julho de 2025 14:22,Laura Delgado,,28/07/2025,18 de agosto de 2025,,Demanda Concluída,,,,,UMD-182,,,,,,Mari,,Demanda com uMode,,,,,Configuração,,,,19 de setembro de 2025 14:34,Oficina Reserva (https://app.notion.com/p/Oficina-Reserva-a27d12dd1749485488ea17df5dd253ac?pvs=21)
Integração Fornecedor Matylas,Concluída,,,,29 de julho de 2025 15:56,Laura Delgado,,10/06/2025,,,Demanda Concluída,,,,,UMD-183,,,,,,José e Thais,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,21 de outubro de 2025 09:30,DRO (https://app.notion.com/p/DRO-e508e7111bd14988947e1182de610d31?pvs=21)
"Ajustar o calculo do IPI COURO, é  só sobre o fornecedor (fabricantes rel custo).",Encerrada,,,Não conseguimos fazer pelo relatório de custo.Recomendamos ao cliente incluir o valor total com % no campo custo fornecedor / veriifcando junto com a Integração.,1 de agosto de 2025 14:55,Julianne Rodrigues,,01/08/2025,,,Demanda Cancelada,,,,,UMD-184,,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Cris,,Demanda com uMode,,,,,Suporte,,,OPERAÇÃO,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Outputs compras e esqueleto - reunião presencial com Van e Sandro: Esquelet,Encerrada,,,,1 de agosto de 2025 14:55,Julianne Rodrigues,,06/06/2025,,,Demanda Cancelada,,,,,UMD-185,"Julianne Rodrigues, Pedro Murillo",,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Bruna,,Demanda com uMode,,,,,Configuração,,importação,OPERAÇÃO,3 de fevereiro de 2026 14:07,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
"Campos novos para template de PA (FORNECEDOR): Peso do produto em kg? , Campo de composição: só tem depois que o fornecedor envia: Com principal + comp forro ",Concluída,,,,1 de agosto de 2025 15:02,Julianne Rodrigues,,01/08/2025,,,Demanda Concluída,,,,,UMD-186,,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),cris,,Demanda com uMode,,,,,Configuração,,template de ficha,OPERAÇÃO,14 de outubro de 2025 14:48,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Criar hierarquia Griffe>linha :grupo e subgrupo,Não iniciada,,,Fizemos a limpa do campo grupo e  subgrupo porém essa outra parte da demanda é mais complexa e precisamos do envolvimento tech Caedu. Teremos um orçamento?,6 de agosto de 2025 10:17,Julianne Rodrigues,,25/05/2025,,,Backlog,,,,2,UMD-187,Julianne Rodrigues,,,,[CAEDU] - uFlow  (https://app.notion.com/p/CAEDU-uFlow-277b1d38e76880ebbdeee79fac74b68b?pvs=21),Compras,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,26 de novembro de 2025 15:13,Caedu (https://app.notion.com/p/Caedu-275bd52e58df49078f2f3b6dc76a4755?pvs=21)
"Ao criar uma tarefa não aparece o nome da pessoa que criou a tarefa. Veja o exemplo abaixo, não sei quem gerou esta demanda.
Poderia aparecer o nome do usuário logo no início .",Encerrada,,,,6 de agosto de 2025 10:40,Julianne Rodrigues,,06/08/2025,,,Demanda Cancelada,,,,,UMD-188,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana Henriques,,Demanda com uMode,,,,,Produto,,tarefas,OPERAÇÃO,3 de fevereiro de 2026 14:07,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Incluir Campo QM na Integração,Concluída,,,,7 de agosto de 2025 17:01,Laura Delgado,,07/08/2025,7 de janeiro de 2026,,Demanda Concluída,,,,,UMD-189,Marina Santoro,,"Ainda sem previsão, mas Marina falou que deve puxar esse ano ainda.",,,Fabi e Carol,CAMBOS | RFI : Escopo - Ajustes Integração (https://app.notion.com/p/CAMBOS-RFI-Escopo-Ajustes-Integra-o-24fb1d38e76880b9950cf26fca0f7258?pvs=21),Demanda com uMode,,,,,Integração,,,TECH,7 de janeiro de 2026 10:33,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
View descritivo do marketing: campos variante + campos do produto por coleção,Concluída,,,,8 de agosto de 2025 15:18,Julianne Rodrigues,,08/08/2025,,,Demanda Concluída,,,,,UMD-190,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana Henriques,,Demanda com uMode,,,,,Configuração,,template de ficha,OPERAÇÃO,7 de outubro de 2025 10:54,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Ficha de Impressão da Malharia,Demanda Aceita,,,,13 de agosto de 2025 14:31,Laura Delgado,,13/08/2025,,,Em Validação - Cliente,,,,,UMD-192,,,Ainda em validação com o cliente.,,,Ariana,,Demanda Pendente do Cliente,,,,,Configuração,,,KA,9 de fevereiro de 2026 17:26,Highstil (https://app.notion.com/p/Highstil-c856575a8bb74628aeca8c8f9f8fcf1b?pvs=21)
Possibilidade de Trazer o Lote na Impressão de Aprovação,Standby - Produto,,,,14 de agosto de 2025 10:54,Laura Delgado,,,,,Backlog,,,,,UMD-193,,,,,,,,Demanda com uMode,,,,,Produto,,,PRODUTO,13 de janeiro de 2026 14:43,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Playbook da regra de negocio e adaptação dentro da uMode,Demanda Aceita,,,,14 de agosto de 2025 11:07,Laura Delgado,,,,,Em Desenvolvimento,,,,,UMD-194,"Laura Delgado, Andrea Holmer",,Na fila da Lala,,,,,Demanda com uMode,,,,,Configuração,,,KA,12 de maio de 2026 13:55,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Inlcuir campo ENTRADA na ficha de desenvolvimento,Concluída,,,,18 de agosto de 2025 15:10,Julianne Rodrigues,,18/08/2025,,,Demanda Concluída,,,,,UMD-196,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana Henriques,,Demanda com uMode,,,,,Suporte,,template de ficha,OPERAÇÃO,7 de outubro de 2025 10:54,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Subir calendário na uMode,Não iniciada,,,Aguardando o calendário validado pelo time caedu para abiri demanda,19 de agosto de 2025 11:00,Julianne Rodrigues,,02/07/2025,,,Backlog,,,,"0,5",UMD-197,Julianne Rodrigues,,,,[CAEDU] - uFlow  (https://app.notion.com/p/CAEDU-uFlow-277b1d38e76880ebbdeee79fac74b68b?pvs=21),Mariana,,Demanda com uMode,,,,,Suporte,,,TECH,26 de novembro de 2025 15:13,Caedu (https://app.notion.com/p/Caedu-275bd52e58df49078f2f3b6dc76a4755?pvs=21)
"Alterar /ajustar a base do relatório existente na vix enquanto não temos os novos. Ao analisar as coleções atuais os dados estão inconsistentes devido aos novos kanbans ",Encerrada,,,,20 de agosto de 2025 09:43,Julianne Rodrigues,,19/08/2025,,,Demanda Cancelada,,,,,UMD-198,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana Henriques,,Demanda com uMode,,,,,Relatório,,relatorios,OPERAÇÃO,3 de fevereiro de 2026 14:07,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Adicionar o campo composição do material na coluna de empenho,Concluída,,,,21 de agosto de 2025 16:06,Julianne Rodrigues,,15/08/2025,,,Demanda Concluída,,,,,UMD-199,,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),cris,,Demanda com uMode,,,,,Suporte,,template de ficha,OPERAÇÃO,14 de novembro de 2025 10:55,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
"Ao  duplicar um produto que tem 2  iguais  levar os 2 fornecedores ",Concluída,,,,21 de agosto de 2025 17:53,Julianne Rodrigues,,14/08/2025,,,Demanda Concluída,,,,,UMD-200,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana Henriques e Priscila,,Demanda com uMode,,,,,Configuração,,workflow,OPERAÇÃO,11 de novembro de 2025 15:31,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
"View MP - Acrescentar 2 abas com o somatório ",Standby - Produto,,Aguardando o Cliente,"STANDBY - O time NK vai usar a view como está ",25 de agosto de 2025 09:18,Julianne Rodrigues,,22/08/2025,,,Backlog,,,,,UMD-201,Julianne Rodrigues,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Compras,NK STORE | RFI : Escopo - Cálculo de Agrupamento em View (https://app.notion.com/p/NK-STORE-RFI-Escopo-C-lculo-de-Agrupamento-em-View-25bb1d38e7688016bbf6c6e6b0f3bd70?pvs=21),Demanda Pendente do Cliente,,,,,Relatório,,relatorios,TECH,5 de março de 2026 15:05,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Cria um novo campo Faixa de preços que é utilizado pelo planejamento ara determinar a faixa dos produtos.,Concluída,,,,25 de agosto de 2025 10:48,Julianne Rodrigues,,22/08/2025,,,Demanda Concluída,,,,,UMD-202,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Planejamento,,Demanda com uMode,,,,,Configuração,,template de ficha,OPERAÇÃO,7 de outubro de 2025 10:54,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Custo Fabricação não reflete no Linx,Encerrada,,,,28 de agosto de 2025 11:40,Andrea Holmer,,28/08/2025,,,Demanda Cancelada,,,,,UMD-203,"Andrea Holmer, Laura Delgado",,,,,Bia,,Demanda com uMode,,,,,Suporte,,,KA,3 de fevereiro de 2026 14:07,Oficina Reserva (https://app.notion.com/p/Oficina-Reserva-a27d12dd1749485488ea17df5dd253ac?pvs=21)
"Os produtos acabado = SIM não precisarão passar pela coluna Preencher Consumo/ CAD.  Criar action ",Concluída,,,,28 de agosto de 2025 17:32,Julianne Rodrigues,,,,,Demanda Concluída,,,,1,UMD-204,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Luana,,Demanda com uMode,,,,,Configuração,,workflow,OPERAÇÃO,7 de outubro de 2025 10:54,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Automações do WorkFlow,Não iniciada,,,,29 de agosto de 2025 09:17,Laura Delgado,,10/09/2025,,,Backlog,,,,,UMD-206,"Laura Delgado, Andrea Holmer",,Aguardando o cliente,,,Mariane / Joyce,,Demanda com uMode,,,,,Configuração,,,KA,12 de dezembro de 2025 10:49,Oficina Reserva (https://app.notion.com/p/Oficina-Reserva-a27d12dd1749485488ea17df5dd253ac?pvs=21)
Weekly Cambos - Ordenar os produtos tanto no Mapa quanto no Workflow,Standby - Produto,,,,29 de agosto de 2025 11:00,Laura Delgado,,29/08/2025,,,Backlog,,,,,UMD-208,,,,,,,,Demanda com uMode,,,,,Produto,,,PRODUTO,13 de janeiro de 2026 14:43,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
